Product ID,Order ID,Product Name,Customer ID,Customer Name,Quantity,Order Date,Unit Price,Total Price,Category
8723,10937,T-Shirt,1167,Michael Rodriguez,2,2025-07-13,172.23,344.46,Clothing
6929,10132,Microwave,1092,Christine Wang,2,2022-05-07,809.01,1618.02,Home Appliances
3000,10694,Dress,1046,Robin Clark,2,2024-05-26,73.75,147.5,Clothing
3262,10882,Washing Machine,1121,James Hinton,4,2021-01-13,770.26,3081.04,Home Appliances
8354,10009,Smartwatch,1102,Gina Bass,1,2024-06-21,678.87,678.87,Electronics
7044,10611,Tennis Racket,1110,Shannon Guzman,1,2023-11-21,487.03,487.03,Sports
5525,10811,Tennis Racket,1050,Daniel Wright,3,2021-02-13,385.17,1155.51,Sports
4364,10708,Tennis Racket,1064,Stephen Hawkins,4,2024-09-13,46.84,187.36,Sports
8406,10831,Foundation,1022,Jeffrey Diaz,2,2023-05-11,14.1,28.2,Beauty
5324,10742,Yoga Mat,1194,Jeffrey Martin,3,2025-05-14,316.32,948.96,Sports
3891,10180,Sweater,1188,Jessica Lindsey,1,2024-10-17,30.17,30.17,Clothing
4978,10638,Headphones,1062,Eric Cook,1,2023-12-18,1247.88,1247.88,Electronics
4353,10654,Running Shoes,1104,Lisa Savage,2,2022-07-22,271.28,542.56,Sports
1851,10724,Moisturizer,1167,Shannon Jensen,2,2024-11-08,63.67,127.34,Beauty
9745,10604,Lipstick,1017,Diana Gordon,1,2025-10-01,49.22,49.22,Beauty
4765,10192,Jeans,1132,Mary King,5,2022-08-20,154.06,770.3,Clothing
1008,10246,T-Shirt,1140,Vanessa Stewart,4,2021-09-13,102.53,410.12,Clothing
4547,10694,T-Shirt,1024,Alicia Fischer,1,2022-03-10,185.93,185.93,Clothing
4321,10596,Shampoo,1003,Richard Norris,5,2023-02-27,41.69,208.45,Beauty
3138,10053,Shampoo,1161,John Olson,4,2023-04-02,65.79,263.16,Beauty
8346,10297,T-Shirt,1022,Clayton Burton,5,2023-02-04,54.58,272.9,Clothing
3330,10322,Smartwatch,1035,Diane Lopez,4,2022-09-21,289.79,1159.16,Electronics
2488,10355,Foundation,1105,Lisa Butler,3,2024-10-21,50.98,152.94,Beauty
8237,10948,Dumbbell Set,1022,Rita Stewart,1,2021-08-23,224.76,224.76,Sports
6325,10157,Lipstick,1089,Bobby Gonzalez,3,2023-03-30,31.7,95.1,Beauty
8238,10847,Laptop,1069,Bradley Coleman,2,2021-08-09,597.32,1194.64,Electronics
6830,10092,Tennis Racket,1141,Michelle Anderson,3,2021-09-04,268.88,806.64,Sports
4229,10876,Laptop,1065,Erika Gonzalez,5,2022-07-24,1144.0,5720.0,Electronics
4213,10761,Dumbbell Set,1101,Krista Ryan,2,2021-04-07,67.46,134.92,Sports
7302,10992,Football,1002,Devon Obrien,4,2025-03-10,39.45,157.8,Sports
3122,10589,Moisturizer,1135,Samantha Moreno,3,2022-09-07,65.48,196.44,Beauty
2084,10153,Perfume,1038,Amanda Thompson,5,2023-06-28,10.48,52.4,Beauty
5593,10366,Air Conditioner,1007,Andrea Spencer,1,2024-08-01,567.71,567.71,Home Appliances
1683,10013,Tablet,1182,Isaiah Taylor,4,2021-10-13,1334.24,5336.96,Electronics
3487,10965,Lipstick,1180,Sarah Myers,1,2022-10-16,14.16,14.16,Beauty
2599,10615,Shampoo,1095,Mark Gilbert,5,2022-08-14,13.37,66.85,Beauty
6378,10057,Perfume,1056,Mr. John Obrien,5,2023-10-12,80.47,402.35,Beauty
3681,10694,Shampoo,1101,Andrea Shea,1,2021-11-04,8.83,8.83,Beauty
9090,10196,Vacuum Cleaner,1110,Lisa Green,3,2022-04-04,1149.28,3447.84,Home Appliances
4837,10598,Smartwatch,1167,Ellen Collins,2,2023-12-30,1297.41,2594.82,Electronics
9048,10295,Air Conditioner,1174,Michelle Harvey,2,2022-12-07,968.29,1936.58,Home Appliances
7142,10351,Smartwatch,1012,Leslie Griffin,1,2021-04-06,670.64,670.64,Electronics
5470,10304,Running Shoes,1200,Sean Nguyen,5,2024-01-04,98.87,494.35,Sports
9013,10993,Smartphone,1049,Kyle Davis,3,2024-07-19,242.31,726.93,Electronics
1701,10770,Sweater,1175,Laura Rodriguez,1,2023-07-13,98.57,98.57,Clothing
1343,10287,Laptop,1129,Melanie Ramirez,4,2024-03-20,363.38,1453.52,Electronics
6971,10536,Dress,1141,Benjamin Woods,5,2022-12-23,166.35,831.75,Clothing
2574,10867,T-Shirt,1085,Tammy Jackson,4,2023-04-26,31.85,127.4,Clothing
1463,10839,Tennis Racket,1085,Debra Barnes,2,2022-11-26,450.95,901.9,Sports
5851,10697,Sweater,1092,Meghan Morales,1,2023-11-20,27.44,27.44,Clothing
1031,10448,Jacket,1032,Charles Dudley,4,2021-07-21,119.13,476.52,Clothing
1907,10712,Headphones,1118,Charles Owens,4,2025-05-17,505.34,2021.36,Electronics
2613,10880,Air Conditioner,1140,Diane Floyd,3,2022-06-20,232.02,696.06,Home Appliances
9200,10254,Football,1042,Amy Frederick,3,2021-09-11,415.98,1247.94,Sports
3111,10690,Jeans,1186,Angela Frye,2,2025-05-02,100.25,200.5,Clothing
4197,10994,Jacket,1007,Hannah Glover,3,2023-07-21,108.53,325.59,Clothing
1862,10515,Yoga Mat,1156,Arthur Mendez,2,2025-06-30,139.16,278.32,Sports
8512,10028,Foundation,1177,Mr. Mitchell Parker,4,2021-03-28,5.45,21.8,Beauty
4928,10550,Laptop,1051,Danielle Gould,5,2021-01-03,1246.99,6234.95,Electronics
6663,10342,Tennis Racket,1040,Barbara Lopez,1,2024-07-11,240.6,240.6,Sports
2529,10262,Moisturizer,1164,Bailey Harris,3,2021-03-14,33.31,99.93,Beauty
4956,10521,Perfume,1158,David Krueger,4,2022-06-30,97.94,391.76,Beauty
1452,10455,Shampoo,1185,Tammy Roman,2,2025-01-20,26.38,52.76,Beauty
1361,10201,Tennis Racket,1127,Elizabeth Wright,5,2022-04-29,296.26,1481.3,Sports
7696,10506,Tennis Racket,1021,Alejandro Garcia,2,2022-01-11,196.78,393.56,Sports
4325,10905,Dress,1042,Susan Moore,5,2024-02-22,37.2,186.0,Clothing
8215,10744,Yoga Mat,1063,Jonathan Jensen,1,2022-04-26,122.04,122.04,Sports
8091,10717,Dress,1152,Michelle Vang,5,2021-07-12,160.44,802.2,Clothing
8709,10250,Perfume,1135,Allen Tran,3,2025-10-01,10.51,31.53,Beauty
7217,10950,Vacuum Cleaner,1138,Mary Wheeler,1,2025-07-27,618.26,618.26,Home Appliances
3950,10572,Smartphone,1188,Tim Gray,5,2023-11-17,344.57,1722.85,Electronics
4739,10287,Vacuum Cleaner,1131,Steven Sanders,4,2021-10-16,455.26,1821.04,Home Appliances
8975,10395,Dress,1074,Rachael Rivers,3,2025-04-23,50.32,150.96,Clothing
3038,10266,Air Conditioner,1019,Joshua Moore,5,2024-03-16,972.97,4864.85,Home Appliances
1798,10833,Jeans,1069,Douglas Williams,2,2021-10-10,167.67,335.34,Clothing
9725,10181,Vacuum Cleaner,1114,Anthony Jacobs,2,2021-11-01,1004.65,2009.3,Home Appliances
9620,10945,Headphones,1137,Steven Tran,1,2021-09-18,498.76,498.76,Electronics
7370,10855,Laptop,1076,Patrick Austin,4,2022-09-01,388.52,1554.08,Electronics
7756,10129,Yoga Mat,1110,Jonathan Gould,1,2022-03-27,176.32,176.32,Sports
3105,10972,Smartphone,1121,Michelle Cummings,5,2025-03-13,570.43,2852.15,Electronics
3908,10837,Refrigerator,1007,Thomas Griffith,4,2024-05-11,123.8,495.2,Home Appliances
2924,10309,Tennis Racket,1123,Sharon Elliott,4,2022-08-11,313.24,1252.96,Sports
3181,10673,Yoga Mat,1142,Brian Robinson,3,2024-10-15,277.85,833.55,Sports
1465,10529,Football,1009,Zachary Anderson,5,2022-01-03,403.94,2019.7,Sports
2041,10926,Laptop,1131,Tyrone Richardson,4,2023-06-22,544.42,2177.68,Electronics
8951,10389,Smartphone,1080,Franklin Brown,1,2021-10-19,1008.99,1008.99,Electronics
5478,10861,Foundation,1098,Joseph Reed,3,2023-06-02,42.34,127.02,Beauty
4618,10432,Lipstick,1160,Mark Espinoza,1,2022-09-06,54.07,54.07,Beauty
7318,10043,Refrigerator,1169,Sandy Davis,5,2024-12-28,363.51,1817.55,Home Appliances
9117,10956,Microwave,1182,Johnathan Young,3,2021-05-09,1110.43,3331.29,Home Appliances
6802,10012,Jacket,1029,Bryan Johnson,5,2024-02-28,64.42,322.1,Clothing
1724,10679,Microwave,1018,Sarah Gilbert,2,2021-06-06,321.35,642.7,Home Appliances
7820,10781,Foundation,1058,April Rogers,1,2021-12-22,27.87,27.87,Beauty
4318,10432,Tennis Racket,1090,Lauren Perez,2,2021-06-16,208.46,416.92,Sports
3044,10810,Dress,1040,Anthony Mendoza,3,2024-06-12,66.76,200.28,Clothing
1792,10857,Tablet,1098,Cesar Carpenter,3,2025-07-19,1365.64,4096.92,Electronics
8620,10222,Air Conditioner,1080,Donald Wong,3,2025-01-14,789.76,2369.28,Home Appliances
6106,10722,Yoga Mat,1118,Roy Johnson,5,2024-02-23,341.26,1706.3,Sports
9765,10364,Lipstick,1075,Jamie Johnson,5,2022-11-03,15.99,79.95,Beauty
7776,10858,Tablet,1161,Kimberly Valencia,3,2021-10-27,1124.52,3373.56,Electronics
9461,10047,Sweater,1114,Denise Weber,5,2022-07-17,91.94,459.7,Clothing
3637,10654,Vacuum Cleaner,1154,Robert Murphy,2,2025-04-13,1116.04,2232.08,Home Appliances
4213,10153,Microwave,1179,Elizabeth Brown,4,2021-07-14,350.77,1403.08,Home Appliances
2383,10277,Microwave,1129,Raven Roach,5,2025-01-25,554.7,2773.5,Home Appliances
2783,10606,Tablet,1055,Nancy Rivera,2,2025-09-22,1372.89,2745.78,Electronics
7757,10363,Sweater,1021,Robert Sutton,4,2021-06-21,90.11,360.44,Clothing
3030,10520,Washing Machine,1022,Casey Lewis,2,2024-01-24,894.56,1789.12,Home Appliances
6882,10672,Tablet,1166,Nicholas Davidson,4,2023-05-21,435.1,1740.4,Electronics
6845,10719,Lipstick,1189,Melanie Taylor,2,2025-07-05,41.03,82.06,Beauty
2260,10991,Dress,1097,Dr. Stanley King,1,2024-11-05,38.3,38.3,Clothing
4833,10557,Tablet,1067,Melissa Martin,2,2024-10-20,1370.77,2741.54,Electronics
3035,10479,Smartwatch,1137,Keith Watson,2,2025-07-04,340.29,680.58,Electronics
6322,10681,Sweater,1006,Maria Shields,2,2023-06-30,99.95,199.9,Clothing
9075,10827,Shampoo,1039,Tonya Price PhD,3,2024-05-28,68.76,206.28,Beauty
2557,10504,Smartwatch,1044,Mr. Matthew Myers MD,4,2025-01-31,1038.65,4154.6,Electronics
8706,10195,Smartwatch,1009,Alyssa Pollard,4,2023-05-12,400.32,1601.28,Electronics
7988,10209,Vacuum Cleaner,1122,Charles Robinson,4,2022-09-07,865.74,3462.96,Home Appliances
9529,10816,Dress,1110,James Conway,1,2024-04-06,40.88,40.88,Clothing
8215,10745,Moisturizer,1183,Gerald Williams,4,2023-05-16,99.81,399.24,Beauty
3935,10621,Running Shoes,1093,Cynthia Walker,1,2022-12-14,43.84,43.84,Sports
9988,10578,Lipstick,1079,Anthony Flowers,5,2022-12-11,63.63,318.15,Beauty
4814,10723,Laptop,1123,Melanie Pitts,4,2022-04-15,301.83,1207.32,Electronics
9855,10996,Laptop,1071,Dawn Davis,1,2024-08-15,899.58,899.58,Electronics
2173,10807,Vacuum Cleaner,1001,Bruce Jefferson,2,2022-06-30,1182.54,2365.08,Home Appliances
5003,10520,Microwave,1198,Thomas Anderson,2,2023-03-21,533.54,1067.08,Home Appliances
2037,10888,Laptop,1109,Joshua Bryant,2,2024-11-22,1146.9,2293.8,Electronics
6623,10709,Foundation,1143,Ryan Clark,3,2024-03-24,39.07,117.21,Beauty
5653,10670,Moisturizer,1122,Cody Mendez,4,2024-04-20,63.14,252.56,Beauty
8649,10816,Perfume,1081,Heidi Williams,5,2023-11-28,62.37,311.85,Beauty
2019,10434,Moisturizer,1076,Rita Vazquez,4,2023-07-31,60.74,242.96,Beauty
6664,10447,Running Shoes,1066,Hannah Morgan,1,2022-06-03,455.45,455.45,Sports
1701,10341,Washing Machine,1164,Joseph Reed,1,2021-10-15,153.27,153.27,Home Appliances
8902,10365,Sweater,1062,Christopher Perez,4,2021-01-09,60.33,241.32,Clothing
1571,10321,Jacket,1029,Joy Clark,3,2022-02-01,150.6,451.8,Clothing
3026,10484,Running Shoes,1073,Pamela Johnson,4,2021-04-15,162.46,649.84,Sports
7268,10796,Running Shoes,1123,Allison Kramer,5,2025-01-13,93.35,466.75,Sports
9589,10353,Tablet,1039,Steve Barnes,2,2021-09-09,326.09,652.18,Electronics
1499,10011,Moisturizer,1003,Stephanie Kaufman,5,2023-07-26,52.4,262.0,Beauty
7056,10710,Lipstick,1133,Karen Bradley,2,2024-03-16,75.24,150.48,Beauty
5332,10626,Yoga Mat,1182,Tyler Chapman,2,2021-11-14,332.98,665.96,Sports
8966,10052,Headphones,1024,George Gonzalez,2,2024-01-28,533.56,1067.12,Electronics
4409,10433,Dress,1102,Ann Zamora,5,2025-04-08,30.62,153.1,Clothing
7079,10391,Sweater,1113,Luke Miller,4,2021-12-11,168.68,674.72,Clothing
6008,10787,Refrigerator,1124,Rebecca Moore,5,2025-05-10,1134.55,5672.75,Home Appliances
8930,10899,Foundation,1100,Tina Jenkins,1,2024-03-03,14.18,14.18,Beauty
2071,10207,Dress,1183,David Conley,4,2023-01-24,58.71,234.84,Clothing
8966,10934,Perfume,1045,Brian Odonnell,1,2023-08-16,30.25,30.25,Beauty
2494,10118,T-Shirt,1108,Shannon Anderson,5,2022-06-13,189.62,948.1,Clothing
2817,10139,Washing Machine,1147,Roberto Carroll,1,2024-07-02,336.87,336.87,Home Appliances
9963,10178,Jacket,1051,Nicholas Wilson,3,2021-05-18,162.98,488.94,Clothing
8788,10421,Headphones,1183,Jillian Stephenson,3,2022-09-09,449.85,1349.55,Electronics
2849,10014,Dress,1037,Alison Escobar,2,2025-09-22,49.93,99.86,Clothing
9833,10495,Foundation,1123,Jordan Davis,4,2024-10-20,87.04,348.16,Beauty
3544,10479,T-Shirt,1048,Steven Myers,2,2024-05-14,129.98,259.96,Clothing
2037,10079,Jacket,1131,Michael Jensen,5,2024-09-21,126.58,632.9,Clothing
7092,10286,Headphones,1037,Melissa Stevens,5,2022-08-30,543.97,2719.85,Electronics
5589,10782,Yoga Mat,1149,Nicole Travis,2,2021-07-21,426.92,853.84,Sports
2389,10854,Foundation,1174,Heather Duffy,4,2021-11-03,52.43,209.72,Beauty
5841,10085,Jacket,1052,Samantha Murray,3,2025-04-01,98.65,295.95,Clothing
4073,10206,Tablet,1029,Diane Schneider,2,2022-02-17,238.02,476.04,Electronics
9644,10577,Yoga Mat,1007,Wendy Bridges,3,2021-02-28,258.6,775.8,Sports
1417,10887,Microwave,1122,Lawrence Smith,5,2024-01-28,1017.17,5085.85,Home Appliances
8570,10889,Tablet,1197,Leah Schmidt,1,2023-05-04,1468.78,1468.78,Electronics
6550,10411,Dress,1121,Karen Robinson,2,2023-09-29,51.63,103.26,Clothing
8702,10806,Moisturizer,1059,Louis Odom,4,2021-07-07,43.08,172.32,Beauty
2933,10192,Yoga Mat,1094,Gregory Torres,2,2024-01-31,444.9,889.8,Sports
4975,10441,Laptop,1083,John Johnson,2,2022-01-11,1147.62,2295.24,Electronics
2456,10566,Washing Machine,1023,Gerald White,4,2024-12-18,450.15,1800.6,Home Appliances
6990,10878,Dress,1112,Sierra Mcdaniel,5,2025-04-26,92.82,464.1,Clothing
4582,10462,Tennis Racket,1020,Neil Nolan,2,2022-06-23,473.37,946.74,Sports
9962,10835,Refrigerator,1197,Megan Smith,4,2022-06-01,766.66,3066.64,Home Appliances
3075,10831,Laptop,1119,Christina Hicks,4,2025-03-14,909.19,3636.76,Electronics
6696,10205,Smartwatch,1147,Deborah Durham,5,2023-12-28,631.16,3155.8,Electronics
5802,10964,Yoga Mat,1152,Stephen Ford,5,2021-09-24,335.42,1677.1,Sports
6682,10248,Vacuum Cleaner,1024,Melissa Clark,2,2024-08-13,969.62,1939.24,Home Appliances
1332,10852,Smartwatch,1121,Anna Burns,2,2021-04-16,621.39,1242.78,Electronics
2639,10822,Vacuum Cleaner,1082,Matthew Green,5,2021-09-20,449.11,2245.55,Home Appliances
9286,10202,Jacket,1190,Stephanie Carroll,1,2025-01-07,110.89,110.89,Clothing
2869,10709,Lipstick,1153,Virginia Maldonado,4,2025-03-12,88.09,352.36,Beauty
8218,10203,Tablet,1022,Brandi Kelly,4,2022-04-19,1293.33,5173.32,Electronics
7447,10916,T-Shirt,1084,Joshua Hill,4,2024-03-26,65.55,262.2,Clothing
8598,10404,Sweater,1028,John Tran,4,2024-03-28,105.12,420.48,Clothing
2196,10942,Jeans,1180,Paul Ramos,4,2023-03-25,23.69,94.76,Clothing
2862,10115,T-Shirt,1122,Seth Contreras,4,2024-09-22,14.63,58.52,Clothing
8032,10411,Perfume,1122,Jacqueline Phillips,4,2022-04-08,61.02,244.08,Beauty
7987,10706,Running Shoes,1197,Jennifer Gallegos,4,2024-06-03,108.81,435.24,Sports
8913,10359,Smartphone,1020,David Arias,3,2024-05-27,930.71,2792.13,Electronics
8903,10720,Running Shoes,1031,Brittany Zavala,4,2024-04-14,402.89,1611.56,Sports
9224,10862,Tablet,1138,Gabriella Davis,2,2021-06-03,980.55,1961.1,Electronics
2834,10692,Air Conditioner,1138,Kelly Smith,4,2021-04-04,929.26,3717.04,Home Appliances
7237,10667,Lipstick,1195,Angela Macdonald,1,2022-10-14,65.19,65.19,Beauty
3246,10261,Jeans,1161,Thomas Wilkinson,5,2021-07-11,128.22,641.1,Clothing
5777,10072,Microwave,1033,Shelby Thomas,2,2024-05-02,820.71,1641.42,Home Appliances
4856,10951,Laptop,1162,Vincent Hanson,3,2022-12-02,1030.76,3092.28,Electronics
4480,10718,T-Shirt,1026,Larry Powell,4,2024-12-07,17.7,70.8,Clothing
2051,10022,Air Conditioner,1141,Kevin Anderson,5,2021-05-05,490.35,2451.75,Home Appliances
4975,10342,Smartphone,1103,Sophia Olsen,5,2021-11-13,1079.19,5395.95,Electronics
7085,10544,Jacket,1114,Rodney Williams,3,2024-02-06,115.75,347.25,Clothing
9222,10787,Headphones,1016,Jessica Kane,2,2022-03-15,672.18,1344.36,Electronics
4549,10128,Microwave,1062,Lisa Vaughn,4,2022-06-19,1077.22,4308.88,Home Appliances
5361,10653,Vacuum Cleaner,1183,Carlos King,4,2024-07-04,621.51,2486.04,Home Appliances
4237,10164,Perfume,1192,Maria Rodgers,3,2025-08-02,50.12,150.36,Beauty
8534,10827,Headphones,1176,Jonathan Lloyd,1,2023-09-19,546.77,546.77,Electronics
2834,10873,Air Conditioner,1111,Jacob Chavez,2,2023-08-13,437.25,874.5,Home Appliances
2882,10465,Jacket,1085,Robin Barker,2,2025-07-23,84.37,168.74,Clothing
7849,10583,Football,1163,Kendra Roberts,2,2021-07-28,233.33,466.66,Sports
8105,10720,Tennis Racket,1151,Carrie Jones,4,2022-03-15,196.34,785.36,Sports
5469,10494,T-Shirt,1063,Jasmine Hoffman,4,2025-02-11,66.45,265.8,Clothing
3809,10415,Jeans,1127,Amber Greene,4,2023-02-06,42.44,169.76,Clothing
4776,10901,Headphones,1028,Ethan Ellison,5,2022-08-05,465.74,2328.7,Electronics
3323,10043,Dress,1049,Derek Gill,2,2022-01-09,154.05,308.1,Clothing
2432,10151,Lipstick,1096,Lisa Wiggins,1,2023-07-19,98.33,98.33,Beauty
7752,10009,Tablet,1188,Ashley Smith,3,2024-10-02,308.31,924.93,Electronics
9865,10633,Headphones,1152,Brian Kim,5,2024-11-05,464.62,2323.1,Electronics
1855,10476,Moisturizer,1058,Brian Chapman,4,2023-09-16,86.27,345.08,Beauty
7254,10718,Shampoo,1020,Shawn Brown,5,2025-01-13,60.62,303.1,Beauty
3069,10143,Dumbbell Set,1196,Larry Everett,4,2021-12-19,344.6,1378.4,Sports
5673,10515,Lipstick,1163,Richard Acosta,3,2023-06-16,8.96,26.88,Beauty
9546,10392,Shampoo,1019,Amber Mason,3,2024-04-06,97.07,291.21,Beauty
6924,10653,Washing Machine,1083,Kathy Scott,2,2022-03-06,1011.6,2023.2,Home Appliances
5454,10684,Headphones,1015,Laura Gill,3,2021-12-26,451.9,1355.7,Electronics
3924,10389,Tennis Racket,1022,Victoria Alexander,1,2023-06-02,140.59,140.59,Sports
9623,10297,Headphones,1140,Louis Campos DVM,3,2021-03-23,835.47,2506.41,Electronics
5262,10255,Dress,1113,Sharon English,2,2022-04-21,18.04,36.08,Clothing
4996,10256,Lipstick,1164,James Christensen MD,3,2024-08-26,89.69,269.07,Beauty
3857,10177,Washing Machine,1037,Todd Shepherd DDS,4,2022-08-04,164.79,659.16,Home Appliances
8292,10525,Yoga Mat,1127,Dr. Sherry Kelly,1,2024-03-17,282.31,282.31,Sports
4998,10966,Yoga Mat,1061,Charles Smith,5,2023-11-15,268.18,1340.9,Sports
